bank,base,cell_index,kind,order,n,pi_label,target_depth,replicate,seed
validation,257841043574753,0,construction_null,2,128,low,0.0,136,2181479257
validation,257841043574753,0,construction_null,2,128,low,0.0,137,1344193214
validation,257841043574753,0,construction_null,2,128,low,0.0,138,3455463591
validation,257841043574753,0,construction_null,2,128,low,0.0,139,2371066927
validation,257841043574753,0,construction_null,2,128,low,0.0,140,2800913469
validation,257841043574753,0,construction_null,2,128,low,0.0,141,2561139367
validation,257841043574753,0,construction_null,2,128,low,0.0,142,856263275
validation,257841043574753,0,construction_null,2,128,low,0.0,143,1292869943
validation,257841043574753,0,construction_null,2,128,low,0.0,144,2237663513
validation,257841043574753,0,construction_null,2,128,low,0.0,145,3028654089
validation,257841043574753,0,construction_null,2,128,low,0.0,146,1787589015
validation,257841043574753,0,construction_null,2,128,low,0.0,147,2026337109
validation,257841043574753,0,construction_null,2,128,low,0.0,148,1546006983
validation,257841043574753,0,construction_null,2,128,low,0.0,149,882036636
validation,257841043574753,0,construction_null,2,128,low,0.0,150,1910986150
validation,257841043574753,0,construction_null,2,128,low,0.0,151,3150612459
validation,257841043574753,0,construction_null,2,128,low,0.0,152,2272119696
validation,257841043574753,0,construction_null,2,128,low,0.0,153,742263078
validation,257841043574753,0,construction_null,2,128,low,0.0,154,3589344768
validation,257841043574753,0,construction_null,2,128,low,0.0,155,977448948
validation,257841043574753,0,construction_null,2,128,low,0.0,156,2312776734
validation,257841043574753,0,construction_null,2,128,low,0.0,157,2958953339
validation,257841043574753,0,construction_null,2,128,low,0.0,158,102827694
validation,257841043574753,0,construction_null,2,128,low,0.0,159,1954432509
validation,257841043574753,0,construction_null,2,128,low,0.0,160,358212706
validation,257841043574753,0,construction_null,2,128,low,0.0,161,1272745731
validation,257841043574753,0,construction_null,2,128,low,0.0,162,1244662973
validation,257841043574753,0,construction_null,2,128,low,0.0,163,297925627
validation,257841043574753,0,construction_null,2,128,low,0.0,164,612435635
validation,257841043574753,0,construction_null,2,128,low,0.0,165,3486101666
validation,257841043574753,0,construction_null,2,128,low,0.0,166,1498610858
validation,257841043574753,0,construction_null,2,128,low,0.0,167,2791189127
validation,257841043574753,0,construction_null,2,128,low,0.0,168,4220828765
validation,257841043574753,0,construction_null,2,128,low,0.0,169,3280275943
validation,257841043574753,0,construction_null,2,128,low,0.0,170,4081629256
validation,257841043574753,0,construction_null,2,128,low,0.0,171,2535615082
validation,257841043574753,0,construction_null,2,128,low,0.0,172,2843565158
validation,257841043574753,0,construction_null,2,128,low,0.0,173,3060148863
validation,257841043574753,0,construction_null,2,128,low,0.0,174,4027334121
validation,257841043574753,0,construction_null,2,128,low,0.0,175,4281320756
validation,257841043574753,0,construction_null,2,128,low,0.0,176,3648037488
validation,257841043574753,0,construction_null,2,128,low,0.0,177,1307033203
validation,257841043574753,0,construction_null,2,128,low,0.0,178,3604455957
validation,257841043574753,0,construction_null,2,128,low,0.0,179,2189906105
validation,257841043574753,0,construction_null,2,128,low,0.0,180,1210105037
validation,257841043574753,0,construction_null,2,128,low,0.0,181,1730214564
validation,257841043574753,0,construction_null,2,128,low,0.0,182,1050678831
validation,257841043574753,0,construction_null,2,128,low,0.0,183,2938720893
validation,257841043574753,0,construction_null,2,128,low,0.0,184,1147395248
validation,257841043574753,0,construction_null,2,128,low,0.0,185,3981643229
validation,257841043574753,0,construction_null,2,128,low,0.0,186,1170839971
validation,257841043574753,0,construction_null,2,128,low,0.0,187,3271483560
validation,257841043574753,0,construction_null,2,128,low,0.0,188,2670583029
validation,257841043574753,0,construction_null,2,128,low,0.0,189,199452170
validation,257841043574753,0,construction_null,2,128,low,0.0,190,2163849415
validation,257841043574753,0,construction_null,2,128,low,0.0,191,4047302174
validation,257841043574753,0,construction_null,2,128,low,0.0,192,4145222413
validation,257841043574753,0,construction_null,2,128,low,0.0,193,2019818417
validation,257841043574753,0,construction_null,2,128,low,0.0,194,2092271763
validation,257841043574753,0,construction_null,2,128,low,0.0,195,1351587701
validation,257841043574753,0,construction_null,2,128,low,0.0,196,298294587
validation,257841043574753,0,construction_null,2,128,low,0.0,197,1992630833
validation,257841043574753,0,construction_null,2,128,low,0.0,198,1297446645
validation,257841043574753,0,construction_null,2,128,low,0.0,199,1107891744
validation,257841043574753,0,construction_null,2,128,low,0.0,200,3282686479
validation,257841043574753,0,construction_null,2,128,low,0.0,201,4099951340
validation,257841043574753,0,construction_null,2,128,low,0.0,202,2517559657
validation,257841043574753,0,construction_null,2,128,low,0.0,203,3999211905
validation,257841043574753,0,construction_null,2,128,low,0.0,204,1832411715
validation,257841043574753,0,construction_null,2,128,low,0.0,205,3150604422
validation,257841043574753,0,construction_null,2,128,low,0.0,206,3364618280
validation,257841043574753,0,construction_null,2,128,low,0.0,207,3991215599
validation,257841043574753,0,construction_null,2,128,low,0.0,208,1230827082
validation,257841043574753,0,construction_null,2,128,low,0.0,209,2707803106
validation,257841043574753,0,construction_null,2,128,low,0.0,210,997974682
validation,257841043574753,0,construction_null,2,128,low,0.0,211,3405708364
validation,257841043574753,0,construction_null,2,128,low,0.0,212,2939375193
validation,257841043574753,0,construction_null,2,128,low,0.0,213,2550787654
validation,257841043574753,0,construction_null,2,128,low,0.0,214,2030150548
validation,257841043574753,0,construction_null,2,128,low,0.0,215,3818106259
validation,257841043574753,0,construction_null,2,128,low,0.0,216,3477999893
validation,257841043574753,0,construction_null,2,128,low,0.0,217,1501510030
validation,257841043574753,0,construction_null,2,128,low,0.0,218,3405983800
validation,257841043574753,0,construction_null,2,128,low,0.0,219,2667796376
validation,257841043574753,0,construction_null,2,128,low,0.0,220,1147412159
validation,257841043574753,0,construction_null,2,128,low,0.0,221,696561237
validation,257841043574753,0,construction_null,2,128,low,0.0,222,558204881
validation,257841043574753,0,construction_null,2,128,low,0.0,223,1750075415
validation,257841043574753,0,construction_null,2,128,low,0.0,224,1969629396
validation,257841043574753,0,construction_null,2,128,low,0.0,225,2913627635
validation,257841043574753,0,construction_null,2,128,low,0.0,226,4052962152
validation,257841043574753,0,construction_null,2,128,low,0.0,227,160512286
validation,257841043574753,0,construction_null,2,128,low,0.0,228,3292299702
validation,257841043574753,0,construction_null,2,128,low,0.0,229,4273342854
validation,257841043574753,0,construction_null,2,128,low,0.0,230,2876879160
validation,257841043574753,0,construction_null,2,128,low,0.0,231,1535416542
validation,257841043574753,0,construction_null,2,128,low,0.0,232,3042278235
validation,257841043574753,0,construction_null,2,128,low,0.0,233,634823706
validation,257841043574753,0,construction_null,2,128,low,0.0,234,697072881
validation,257841043574753,0,construction_null,2,128,low,0.0,235,2141462495
validation,257841043574753,0,construction_null,2,128,low,0.0,236,2897983374
validation,257841043574753,0,construction_null,2,128,low,0.0,237,2437533848
validation,257841043574753,0,construction_null,2,128,low,0.0,238,4008777281
validation,257841043574753,0,construction_null,2,128,low,0.0,239,2315458375
validation,257841043574753,0,construction_null,2,128,low,0.0,240,3150216665
validation,257841043574753,0,construction_null,2,128,low,0.0,241,3945920420
validation,257841043574753,0,construction_null,2,128,low,0.0,242,1722597155
validation,257841043574753,0,construction_null,2,128,low,0.0,243,1346342778
validation,257841043574753,0,construction_null,2,128,low,0.0,244,123611049
validation,257841043574753,0,construction_null,2,128,low,0.0,245,3871017569
validation,257841043574753,0,construction_null,2,128,low,0.0,246,20218848
validation,257841043574753,0,construction_null,2,128,low,0.0,247,3059559139
validation,257841043574753,0,construction_null,2,128,low,0.0,248,4280686650
validation,257841043574753,0,construction_null,2,128,low,0.0,249,1227899465
validation,257841043574753,0,construction_null,2,128,low,0.0,250,3975624815
validation,257841043574753,0,construction_null,2,128,low,0.0,251,1114711750
validation,257841043574753,0,construction_null,2,128,low,0.0,252,2346927022
validation,257841043574753,0,construction_null,2,128,low,0.0,253,3044958137
validation,257841043574753,0,construction_null,2,128,low,0.0,254,3399875414
validation,257841043574753,0,construction_null,2,128,low,0.0,255,1050209431
validation,257841043574753,0,construction_null,2,128,low,0.0,256,2818399742
validation,257841043574753,0,construction_null,2,128,low,0.0,257,2116321560
validation,257841043574753,0,construction_null,2,128,low,0.0,258,117901291
validation,257841043574753,0,construction_null,2,128,low,0.0,259,3725651409
validation,257841043574753,0,construction_null,2,128,low,0.0,260,3043866972
validation,257841043574753,0,construction_null,2,128,low,0.0,261,703167258
validation,257841043574753,0,construction_null,2,128,low,0.0,262,350902138
validation,257841043574753,0,construction_null,2,128,low,0.0,263,3482163889
validation,257841043574753,0,construction_null,2,128,low,0.0,264,1541475585
validation,257841043574753,0,construction_null,2,128,low,0.0,265,4290464511
validation,257841043574753,0,construction_null,2,128,low,0.0,266,457383354
validation,257841043574753,0,construction_null,2,128,low,0.0,267,2549970047
validation,257841043574753,0,construction_null,2,128,low,0.0,268,2495610420
validation,257841043574753,0,construction_null,2,128,low,0.0,269,1855208952
validation,257841043574753,0,construction_null,2,128,low,0.0,270,1059949048
validation,257841043574753,0,construction_null,2,128,low,0.0,271,187418217
validation,257841043574753,0,construction_null,2,128,low,0.0,272,3582382433
validation,257841043574753,0,construction_null,2,128,low,0.0,273,77610477
validation,257841043574753,0,construction_null,2,128,low,0.0,274,2017878897
validation,257841043574753,0,construction_null,2,128,low,0.0,275,224393606
validation,257841043574753,0,construction_null,2,128,low,0.0,276,617511058
validation,257841043574753,0,construction_null,2,128,low,0.0,277,2258521475
validation,257841043574753,0,construction_null,2,128,low,0.0,278,1376717946
validation,257841043574753,0,construction_null,2,128,low,0.0,279,492231573
validation,257841043574753,0,construction_null,2,128,low,0.0,280,2844351937
validation,257841043574753,0,construction_null,2,128,low,0.0,281,410031894
validation,257841043574753,0,construction_null,2,128,low,0.0,282,1175196100
validation,257841043574753,0,construction_null,2,128,low,0.0,283,2363163841
validation,257841043574753,0,construction_null,2,128,low,0.0,284,3149853479
validation,257841043574753,0,construction_null,2,128,low,0.0,285,2287646288
validation,257841043574753,0,construction_null,2,128,low,0.0,286,3427579989
validation,257841043574753,0,construction_null,2,128,low,0.0,287,630899166
validation,257841043574753,0,construction_null,2,128,low,0.0,288,3791331194
validation,257841043574753,0,construction_null,2,128,low,0.0,289,3211172623
validation,257841043574753,0,construction_null,2,128,low,0.0,290,2645133637
validation,257841043574753,0,construction_null,2,128,low,0.0,291,3239493430
validation,257841043574753,0,construction_null,2,128,low,0.0,292,1754270945
validation,257841043574753,0,construction_null,2,128,low,0.0,293,1634970769
validation,257841043574753,0,construction_null,2,128,low,0.0,294,505061136
validation,257841043574753,0,construction_null,2,128,low,0.0,295,2558533401
validation,257841043574753,0,construction_null,2,128,low,0.0,296,2626552044
validation,257841043574753,0,construction_null,2,128,low,0.0,297,1068290163
validation,257841043574753,0,construction_null,2,128,low,0.0,298,976034661
validation,257841043574753,0,construction_null,2,128,low,0.0,299,2702842620
validation,257841043574753,0,construction_null,2,128,low,0.0,300,2961914682
validation,257841043574753,0,construction_null,2,128,low,0.0,301,914700131
validation,257841043574753,0,construction_null,2,128,low,0.0,302,967364382
validation,257841043574753,0,construction_null,2,128,low,0.0,303,3504087341
validation,257841043574753,0,construction_null,2,128,low,0.0,304,2267171684
validation,257841043574753,0,construction_null,2,128,low,0.0,305,2300765151
validation,257841043574753,0,construction_null,2,128,low,0.0,306,1263981732
validation,257841043574753,0,construction_null,2,128,low,0.0,307,1412230646
validation,257841043574753,0,construction_null,2,128,low,0.0,308,1439822296
validation,257841043574753,0,construction_null,2,128,low,0.0,309,4269015167
validation,257841043574753,0,construction_null,2,128,low,0.0,310,1848499782
validation,257841043574753,0,construction_null,2,128,low,0.0,311,1211498022
validation,257841043574753,0,construction_null,2,128,low,0.0,312,2097893729
validation,257841043574753,0,construction_null,2,128,low,0.0,313,3453084343
validation,257841043574753,0,construction_null,2,128,low,0.0,314,1373113442
validation,257841043574753,0,construction_null,2,128,low,0.0,315,854914205
validation,257841043574753,0,construction_null,2,128,low,0.0,316,3200829086
validation,257841043574753,0,construction_null,2,128,low,0.0,317,2766612220
validation,257841043574753,0,construction_null,2,128,low,0.0,318,4198874493
validation,257841043574753,0,construction_null,2,128,low,0.0,319,1931213681
validation,257841043574753,0,construction_null,2,128,low,0.0,320,1222276172
validation,257841043574753,0,construction_null,2,128,low,0.0,321,984986234
validation,257841043574753,0,construction_null,2,128,low,0.0,322,1366239907
validation,257841043574753,0,construction_null,2,128,low,0.0,323,3276537341
validation,257841043574753,0,construction_null,2,128,low,0.0,324,2372785615
validation,257841043574753,0,construction_null,2,128,low,0.0,325,1632325884
validation,257841043574753,0,construction_null,2,128,low,0.0,326,1400196024
validation,257841043574753,0,construction_null,2,128,low,0.0,327,3642425058
validation,257841043574753,0,construction_null,2,128,low,0.0,328,2630032597
validation,257841043574753,0,construction_null,2,128,low,0.0,329,74198829
validation,257841043574753,0,construction_null,2,128,low,0.0,330,1351438452
validation,257841043574753,0,construction_null,2,128,low,0.0,331,1460325731
validation,257841043574753,0,construction_null,2,128,low,0.0,332,2878023913
validation,257841043574753,0,construction_null,2,128,low,0.0,333,1398778894
validation,257841043574753,0,construction_null,2,128,low,0.0,334,1555044467
validation,257841043574753,0,construction_null,2,128,low,0.0,335,3282635950
validation,257841043574753,0,construction_null,2,128,low,0.0,336,867108204
validation,257841043574753,0,construction_null,2,128,low,0.0,337,1446814221
validation,257841043574753,0,construction_null,2,128,low,0.0,338,1688224389
validation,257841043574753,0,construction_null,2,128,low,0.0,339,2275371071
validation,257841043574753,0,construction_null,2,128,low,0.0,340,3337454384
validation,257841043574753,0,construction_null,2,128,low,0.0,341,4152692784
validation,257841043574753,0,construction_null,2,128,low,0.0,342,3147228794
validation,257841043574753,0,construction_null,2,128,low,0.0,343,2494255468
validation,257841043574753,0,construction_null,2,128,low,0.0,344,2745136685
validation,257841043574753,0,construction_null,2,128,low,0.0,345,2574804240
validation,257841043574753,0,construction_null,2,128,low,0.0,346,4250159688
validation,257841043574753,0,construction_null,2,128,low,0.0,347,2393714519
validation,257841043574753,0,construction_null,2,128,low,0.0,348,84268768
validation,257841043574753,0,construction_null,2,128,low,0.0,349,4180549152
validation,257841043574753,0,construction_null,2,128,low,0.0,350,2981810293
validation,257841043574753,0,construction_null,2,128,low,0.0,351,678248159
validation,257841043574753,0,construction_null,2,128,low,0.0,352,511409032
validation,257841043574753,0,construction_null,2,128,low,0.0,353,409284188
validation,257841043574753,0,construction_null,2,128,low,0.0,354,22776860
validation,257841043574753,0,construction_null,2,128,low,0.0,355,3184976610
validation,257841043574753,0,construction_null,2,128,low,0.0,356,2111002705
validation,257841043574753,0,construction_null,2,128,low,0.0,357,1748583101
validation,257841043574753,0,construction_null,2,128,low,0.0,358,1093804991
validation,257841043574753,0,construction_null,2,128,low,0.0,359,2192208152
validation,257841043574753,0,construction_null,2,128,low,0.0,360,1555314398
validation,257841043574753,0,construction_null,2,128,low,0.0,361,2922575787
validation,257841043574753,0,construction_null,2,128,low,0.0,362,806781791
validation,257841043574753,0,construction_null,2,128,low,0.0,363,2992623717
validation,257841043574753,0,construction_null,2,128,low,0.0,364,1364748604
validation,257841043574753,0,construction_null,2,128,low,0.0,365,873137613
validation,257841043574753,0,construction_null,2,128,low,0.0,366,3431466647
validation,257841043574753,0,construction_null,2,128,low,0.0,367,394790133
validation,257841043574753,0,construction_null,2,128,low,0.0,368,2330095680
validation,257841043574753,0,construction_null,2,128,low,0.0,369,1287177505
validation,257841043574753,0,construction_null,2,128,low,0.0,370,864742208
validation,257841043574753,0,construction_null,2,128,low,0.0,371,523792075
validation,257841043574753,0,construction_null,2,128,low,0.0,372,988244421
validation,257841043574753,0,construction_null,2,128,low,0.0,373,2065456578
validation,257841043574753,0,construction_null,2,128,low,0.0,374,1830832422
validation,257841043574753,0,construction_null,2,128,low,0.0,375,3938213685
validation,257841043574753,0,construction_null,2,128,low,0.0,376,3119970756
validation,257841043574753,0,construction_null,2,128,low,0.0,377,1058630621
validation,257841043574753,0,construction_null,2,128,low,0.0,378,458716759
validation,257841043574753,0,construction_null,2,128,low,0.0,379,3692468349
validation,257841043574753,0,construction_null,2,128,low,0.0,380,2678881950
validation,257841043574753,0,construction_null,2,128,low,0.0,381,3741424762
validation,257841043574753,0,construction_null,2,128,low,0.0,382,3937681878
validation,257841043574753,0,construction_null,2,128,low,0.0,383,2164725094
validation,257841043574753,0,construction_null,2,128,low,0.0,384,3239061231
validation,257841043574753,0,construction_null,2,128,low,0.0,385,1002847456
validation,257841043574753,0,construction_null,2,128,low,0.0,386,1304817159
validation,257841043574753,0,construction_null,2,128,low,0.0,387,2573539652
validation,257841043574753,0,construction_null,2,128,low,0.0,388,1353578492
validation,257841043574753,0,construction_null,2,128,low,0.0,389,355141798
validation,257841043574753,0,construction_null,2,128,low,0.0,390,474702120
validation,257841043574753,0,construction_null,2,128,low,0.0,391,1285237213
validation,257841043574753,0,construction_null,2,128,low,0.0,392,2038994505
validation,257841043574753,0,construction_null,2,128,low,0.0,393,2573455928
validation,257841043574753,0,construction_null,2,128,low,0.0,394,1976081333
validation,257841043574753,0,construction_null,2,128,low,0.0,395,3277241500
validation,257841043574753,0,construction_null,2,128,low,0.0,396,3191959653
validation,257841043574753,0,construction_null,2,128,low,0.0,397,1054005020
validation,257841043574753,0,construction_null,2,128,low,0.0,398,4266172494
validation,257841043574753,0,construction_null,2,128,low,0.0,399,1165314564
validation,257841043574753,0,construction_null,2,128,low,0.0,400,115357634
validation,257841043574753,0,construction_null,2,128,low,0.0,401,2992240283
validation,257841043574753,0,construction_null,2,128,low,0.0,402,2740368198
validation,257841043574753,0,construction_null,2,128,low,0.0,403,3865428582
validation,257841043574753,0,construction_null,2,128,low,0.0,404,2549968173
validation,257841043574753,0,construction_null,2,128,low,0.0,405,78113711
validation,257841043574753,0,construction_null,2,128,low,0.0,406,1543353249
validation,257841043574753,0,construction_null,2,128,low,0.0,407,1721077475
validation,257841043574753,0,construction_null,2,128,low,0.0,408,699406912
validation,257841043574753,0,construction_null,2,128,low,0.0,409,3135442408
validation,257841043574753,0,construction_null,2,128,low,0.0,410,527522203
validation,257841043574753,0,construction_null,2,128,low,0.0,411,2005133600
validation,257841043574753,0,construction_null,2,128,low,0.0,412,1760362333
validation,257841043574753,0,construction_null,2,128,low,0.0,413,4145960127
validation,257841043574753,0,construction_null,2,128,low,0.0,414,1672208175
validation,257841043574753,0,construction_null,2,128,low,0.0,415,2543764730
validation,257841043574753,0,construction_null,2,128,low,0.0,416,1140183501
validation,257841043574753,0,construction_null,2,128,low,0.0,417,3849544909
validation,257841043574753,0,construction_null,2,128,low,0.0,418,2337767324
validation,257841043574753,0,construction_null,2,128,low,0.0,419,2486202333
validation,257841043574753,0,construction_null,2,128,low,0.0,420,381732409
validation,257841043574753,0,construction_null,2,128,low,0.0,421,370419328
validation,257841043574753,0,construction_null,2,128,low,0.0,422,345290665
validation,257841043574753,0,construction_null,2,128,low,0.0,423,3411739466
validation,257841043574753,0,construction_null,2,128,low,0.0,424,1666006463
